Year,WhenTaking,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,CommentsAboutTrain,NewInformation,AssessmentPre,FeedbackPre,NovicePre,MemoryPre,CognitiveLoadPre,CarpentriesPre,MotivationPre,BackwardsDesignPre,CognitionPre,AssessmentPost,FeedbackPost,NovicePost,MemoryPost,CognitiveLoadPost,CarpentriesPost,MotivationPost,BackwardsDesignPost,CognitionPost,AssessmentMotivation,FeedbackMotivation,NoviceMotivation,MemoryMotivation,CognitiveLoadMotivation,CarpentriesMotivation,Motivation,BackwardsDesignMotivation,CognitionMotivation,LiveCodingBefore,LiveCodingAfter,WebsiteBefore,WebsiteAfter,ConceptMapsBefore,ConceptMapsAfter,MCQBefore,MCQAfter,LearningObjectivesBefore,LearningObjectivesAfter,CompleteTraining,CompleteTrainingOther,Position,PositionOther,Domain,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,DomainOther,WorkshopLocation,Race,RaceOther,Gender,LikelyToRecommend,BestPartComments,ImprovingComments
2017,"I have recently completed the training, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Slightly fast,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,Some of it,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Much more motivated,Much more motivated,More motivated,Much more motivated,Much more motivated,No change in motivation,More motivated,Much more motivated,Much more motivated,Yes,Confidence increased slightly,Yes,No change in confidence,No,Confidence increased a bit,Maybe,Confidence increased greatly,Maybe,Confidence increased greatly,"Yes, I understand",,Research staff (including research programmer),,,,,,,,,,,Mathematics/statistics,,,,,,,,Yes,Asian,,Male,9,,More hands-on work
2017,"I have recently completed the training, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Some of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Yes,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased greatly,Yes,Confidence increased a bit,Maybe,Confidence increased slightly,"Yes, I understand",,Support staff (including technical support),,,,,,High performance computing,,,,,,,,,,,,,No,,,,9,,
2017,"I have recently completed the training, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,,Most of it,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,More motivated,Slightly less motivated,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,No change in motivation,More motivated,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased a bit,"Yes, I understand",,Graduate Student,,,,,,,,,,,,,,,,,,Geophysics,Yes,White,,Male,9,,
2016,"I have recently completed the training, and am taking it after I left the event",Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Slightly fast,Too much lecture,Often,Often,Often,Often,,Some of it,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased slightly,Yes,N/A - Not covered at workshop,Maybe,Confidence increased a bit,Yes,No change in confidence,Yes,Confidence increased a bit,"Yes, I understand",,Post-doctoral researcher,,,,,,,,,,,,,,,,Social sciences,,,No,,,,8,,
2016,"I have recently completed the training, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,They did a good job in communicating the content that was to be delivered. ,Some of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Much more motivated,No change in motivation,Much more motivated,No change in motivation,Much more motivated,Much more motivated,More motivated,Much more motivated,Much more motivated,Yes,Confidence increased a bit,No,Confidence increased slightly,No,Confidence increased greatly,Maybe,Confidence increased a bit,Maybe,Confidence increased slightly,"Yes, I understand",,Graduate Student,,,,,,High performance computing,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,Mathematics/statistics,,,,,,,,No,,,,10,The structure in which the content was laid out. It built up to something - identifying areas where problems exist and then presented ways to tackle them in a manner which would optimize the learning for the audience. ,"I don't think any changes need to be done to the structure. The only issues that I had - was that I was located in New Zealand and have been in the training queue for over a year. I would have appreciated if my training would have been conducted in person rather than a virtual environment. (I lost my wi-fi connection twice - which was annoying - if that hadn't happened I might not have been this negative about this aspect )  otherwise, everything else was good. I think I am a much better teacher now compared to 4 days ago."
2016,"I have recently completed the training, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,"I have recently completed the training, and am taking it after I left the event",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,Often,All of the time,All of the time,"All of them are good. Good very good feedback and good at pointing out room for improvements (e.g., comments and feedback to trainees after activities).",Most of it,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,No change in motivation,More motivated,More motivated,No change in motivation,More motivated,No change in motivation,More motivated,No change in motivation,No change in motivation,Maybe,Confidence increased slightly,No,N/A - Not covered at workshop,No,Confidence increased greatly,Maybe,Confidence increased greatly,Yes,Confidence increased slightly,Could use some more details,,Graduate Student,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,No,,,,10,"I really love the materials -- the way they are accessible online, the videos etc. The instructors are really accommodating, doesn't make you feel intimidated.",The feedback about the workshop might be awkward sometimes especially if all of the things you wanted to say were already mentioned by others.
2016,"I have recently completed the training, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,Often,All of the time,All of the time,,Most of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,More motivated,Much more motivated,No change in motivation,More motivated,Much more motivated,No change in motivation,No change in motivation,Much more motivated,Much more motivated,No,Confidence increased a bit,No,N/A - Not covered at workshop,Maybe,Confidence increased greatly,Yes,Confidence increased slightly,Maybe,Confidence increased a bit,"Yes, I understand",,Graduate Student,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,No,,,,8,The material was very clear and the instructors were explaining very well and addressing questions and doubts promptly. The environment was also friendly and motivating.,I wish I had a chance to read through the lessons material in advance. a few weeks in advance. Perhaps an e-mail with the prerequisites clearly stated could be sent out earlier?
2016,"I have recently completed the training, and am taking it after I left the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,Some of it,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased a bit,Maybe,N/A - Not covered at workshop,Maybe,Confidence increased slightly,Yes,Confidence increased a bit,Yes,Confidence increased a bit,"Yes, I understand",,Graduate Student,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,No,,,,8,"The instructors were enthusiastic and knowledgable which was great. They did a good job of dealing with the difficulties of online training. The materials are well written, evidence based and cover a variety of interesting topics from theory to practical skills. ","This course was conducted online (for valid reasons) and I felt that limited what I could get out of it. I think the setup and how the instructors dealt with that was as good as it could get but it still limited discussion, questions and interaction with other students. I feel like I still learned from the instructors but missed out on the chance to learn from the other students."
2016,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,,About half of it,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,No change in motivation,No change in motivation,More motivated,More motivated,More motivated,No change in motivation,No change in motivation,More motivated,More motivated,No,Confidence increased slightly,No,No change in confidence,Maybe,Confidence increased slightly,No,Confidence increased slightly,Yes,Confidence increased slightly,"Yes, I understand",,Graduate Student,,,,,,,,,,,,,,,,Social sciences,,,Yes,Asian,,Male,9,"Teachers were great-friendly and approachable, and had a lot of interesting ideas and advice","I like the etherpad, and having a record of websites, discussion topics etc. At the same time, it can sometimes crowd out live discussion, which, given the relatively small size of the class, is something that could have been pursued more. I think some more tinkering about the balance between writing stuff on the etherpad, and class discussion, could be useful. "
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Too slow,Too much lecture,All of the time,All of the time,Often,All of the time,,Some of it,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Less motivated,No change in motivation,Yes,Confidence increased slightly,Yes,Confidence increased slightly,No,Confidence increased slightly,Yes,Confidence increased a bit,No,Confidence increased greatly,"Yes, I understand",,Research staff (including research programmer),,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,White,,Male,6,,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,,Knowledge increased slightly,Knowledge increased a great deal,No change in motivation,More motivated,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,N/A - Topic not covered,No change in motivation,Yes,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased a bit,"Yes, I understand",,Support staff (including technical support),,,,,,,,,,,Mathematics/statistics,,,,,,,,Yes,White,,Male,10,,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Most of it,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,No change in motivation,More motivated,More motivated,No change in motivation,Much more motivated,Much more motivated,More motivated,Much more motivated,No change in motivation,Maybe,Confidence increased a bit,No,Confidence increased greatly,Yes,Confidence increased a bit,Maybe,Confidence increased greatly,Maybe,Confidence increased greatly,"Yes, I understand",,Graduate Student,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,Physics,,,,,,Yes,White,,Female,9,"seems pretty well optimized, really liked the content emphasis",
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,About half of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased a bit,No,Confidence increased a bit,Yes,Confidence increased a bit,Maybe,Confidence increased greatly,Yes,Confidence increased a bit,"Yes, I understand",,Post-doctoral researcher,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,Hispanic or Latino(a),,Female,10,,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,"They did an excellent job, were very knowledgeable and approachable. I was particularly impressed by the collaborative tone they were able to establish in the group! Even in this introductory experience there was a strong tone of community which made me excited about future participation.",Most of it,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,More motivated,More motivated,No change in motivation,Much more motivated,Much more motivated,More motivated,More motivated,More motivated,More motivated,Maybe,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased a bit,Maybe,Confidence increased greatly,Maybe,Confidence increased a bit,"Yes, I understand",,Support staff (including technical support),,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,Asian,,Female,10,Finding a new community and many new ways to think about how to improve my teaching.,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,All of the time,,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,More motivated,More motivated,More motivated,No change in motivation,More motivated,More motivated,More motivated,Much more motivated,No change in motivation,Maybe,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,Maybe,Confidence increased a bit,No,Confidence increased greatly,"Yes, I understand",,Faculty,,,,,,,,,,,,,Physics,,,,,,Yes,White,,Male,10,,
2016,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Both Tracy and Erin were awesome and it was great to benefit from their complementary experiences and insights.,Most of it,Little or no knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Much more motivated,No change in motivation,More motivated,No change in motivation,Much more motivated,More motivated,More motivated,More motivated,No change in motivation,Yes,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased greatly,No,Confidence increased greatly,"Yes, I understand",,Research staff (including research programmer),,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,White,,Male,8,The two instructors,"Recording participants during life teaching is uncomfortable, but very useful. I would like to see more of that."
2016,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,Often,,About half of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,No increase in my knowledge,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,No change in motivation,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No,Confidence increased a bit,No,Confidence increased a bit,Yes,No change in confidence,Yes,Confidence increased greatly,Yes,No change in confidence,"Yes, I understand",,Faculty,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,White,,Female,9,,
2016,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,Often,All of the time,Sometimes the speakers trailed off a bit or walked away from the mike and it was hard to follow. Continued enthusiasm is also important. I felt like they were kind of flagging in the afternoon some time,About half of it,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,More motivated,More motivated,More motivated,No change in motivation,More motivated,No change in motivation,No change in motivation,More motivated,No change in motivation,Maybe,Confidence increased a bit,No,Confidence increased greatly,Maybe,Confidence increased slightly,No,Confidence increased greatly,Maybe,Confidence increased a bit,"Yes, I understand",,Librarian/archivist,,,,,,,,,,Library and information science,,,,,,,,,Yes,White,,Female,9,Learning about lesson planning strategies and curriculum development. ,The second day could use more interaction. 
2016,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,All of the time,,Some of it,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased slightly,More motivated,More motivated,Much more motivated,More motivated,Much more motivated,Much more motivated,More motivated,More motivated,Much more motivated,Yes,Confidence increased a bit,Yes,Confidence increased slightly,Maybe,Confidence increased greatly,Maybe,Confidence increased greatly,No,Confidence increased greatly,"Yes, I understand",,Post-doctoral researcher,,Chemistry,,,,High performance computing,,,,,,,Physics,,,,,,Yes,Multiple ethnicity / Other (please specify),Indian,Male,10,,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Yes,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased slightly,No,Confidence increased greatly,"Yes, I understand",,Post-doctoral researcher,,Chemistry,,,Education,High performance computing,,,,,,,Physics,,,,,,Yes,White,,Male,10,Live coding and introductions were very helpful.,
2016,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,Some of it,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased slightly,No,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased slightly,Yes,Confidence increased slightly,"Yes, I understand",,Post-doctoral researcher,,,,,Education,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,White,,Female,10,,
2016,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,No increase in my knowledge,No increase in my knowledge,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Maybe,Confidence increased greatly,No,Confidence increased greatly,No,No change in confidence,No,Confidence increased greatly,Maybe,Confidence increased greatly,"Yes, I understand",,Other (please specify),Private sector where coding is not primary job,Chemistry,"Civil, mechanical, chemical, or nuclear engineering",,,,,,,,,,,,,,,,Yes,White,,Male,8,,"More hands-on & practice, less theory & pedagogy.  That's particularly true because this workshop had a lot of academics who probably had previous teaching courses."
2016,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,Often,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,No change in confidence,Yes,No change in confidence,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased a bit,"Yes, I understand",,Support staff (including technical support),,,,,Education,,,,,,,,,,,,,,Yes,White,,Male,8,,
