Year,WhenTaking,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,CommentsAboutTrain,NewInformation,AssessmentPre,FeedbackPre,NovicePre,MemoryPre,CognitiveLoadPre,CarpentriesPre,MotivationPre,BackwardsDesignPre,CognitionPre,AssessmentPost,FeedbackPost,NovicePost,MemoryPost,CognitiveLoadPost,CarpentriesPost,MotivationPost,BackwardsDesignPost,CognitionPost,AssessmentMotivation,FeedbackMotivation,NoviceMotivation,MemoryMotivation,CognitiveLoadMotivation,CarpentriesMotivation,Motivation,BackwardsDesignMotivation,CognitionMotivation,LiveCodingBefore,LiveCodingAfter,WebsiteBefore,WebsiteAfter,ConceptMapsBefore,ConceptMapsAfter,MCQBefore,MCQAfter,LearningObjectivesBefore,LearningObjectivesAfter,CompleteTraining,CompleteTrainingOther,Position,PositionOther,Domain,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,DomainOther,WorkshopLocation,Race,RaceOther,Gender,LikelyToRecommend,BestPartComments,ImprovingComments
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,Often,"Both very clear speakers. I felt Chris could have gone a little faster sometimes, but I've seen some of the material before too ",Some of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,N/A - Not covered at this workshop,Knowledge increased slightly,No change in motivation,More motivated,No change in motivation,No change in motivation,More motivated,More motivated,More motivated,N/A - Topic not covered,No change in motivation,Maybe,Confidence increased a bit,Maybe,Confidence increased a bit,No,Confidence increased a bit,Maybe,Confidence increased greatly,No,N/A - Not covered at workshop,"Yes, I understand",,Graduate Student,,,"Civil, mechanical, chemical, or nuclear engineering",,,,,,,,,,,,,,,Building Science,Yes,White,,Female,10,"Cool to finally experience it, watch such experienced instructors, with food (!), hosted in a space that's new to me (BIDS). Thank you!",#NAME?
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,Often,All of the time,All of the time,All of the time,,About half of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,No increase in my knowledge,Knowledge increased slightly,Much more motivated,No change in motivation,No change in motivation,More motivated,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased slightly,Maybe,N/A - Not covered at workshop,No,Confidence increased slightly,Maybe,Confidence increased greatly,Maybe,No change in confidence,"Yes, I understand",,Research staff (including research programmer),,,,,,High performance computing,,,,,Mathematics/statistics,,,,,,,computer science,Yes,White,,Male,8,,
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,,Some of it,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,More motivated,No change in motivation,No change in motivation,More motivated,More motivated,No change in motivation,Much more motivated,More motivated,No change in motivation,Yes,Confidence increased a bit,Yes,No change in confidence,No,No change in confidence,Yes,Confidence increased slightly,Maybe,N/A - Not covered at workshop,"Yes, I understand",,Graduate Student,,,,,,,,,,,Mathematics/statistics,,,,,,,,Yes,White,,Female,10,"I learned general concepts about teaching that I can apply immediately in any teaching setting, not just a Software or Data Carpentry workshop.","The lesson devoted to concept maps was unclear. I wasn't sure what each of the components of a concept map were, and how to translate that into my teaching. I think I made my concept map incorrectly. Then, trying to apply that concept map in my 90 second teaching segment didn't really work out well."
2017,"I have recently completed the training, and am taking it after I left the event",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,About half of it,Little or no knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,More motivated,No change in motivation,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,Yes,Confidence increased slightly,Yes,N/A - Not covered at workshop,No,Confidence increased greatly,No,Confidence increased slightly,Maybe,Confidence increased slightly,"Yes, I understand",,Research staff (including research programmer),,,,,,High performance computing,,,,,,,,,,,,,No,,,,8,Good format of workshop and helpful and nice teachers,A little more focus / clearer instructions for hands-on exercises
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,They were excellent!,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,No change in motivation,More motivated,More motivated,More motivated,More motivated,Much more motivated,More motivated,More motivated,More motivated,Yes,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased a bit,No,Confidence increased slightly,Could use some more details,,Support staff (including technical support),,,,,,,,,,,,,,,,,,Computer Sciences,No,,,,8,Attitude of teachers and quality of the workshop,
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,Often,All of the time,More concise is better than tangential stories,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,No change in motivation,More motivated,No change in motivation,Maybe,Confidence increased a bit,No,N/A - Not covered at workshop,Maybe,Confidence increased greatly,No,Confidence increased slightly,Maybe,Confidence increased slightly,"Yes, I understand",,Graduate Student,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,White,,Female,10,Ideas and examples of how to teach effectively,Some of the lecture parts were a little long and could have been more concise (less off-topic discussions/stories)
2017,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,Often,,Some of it,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No,No change in confidence,No,N/A - Not covered at workshop,Yes,No change in confidence,Maybe,No change in confidence,Yes,No change in confidence,"Yes, I understand",,Support staff (including technical support),,,,,Education,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,White,,Female,5,lots of notes and resources provided,"cross site online communication can be better planned beforehand  as someone who has had extensive teaching experience, this workshop only provided a few tips that are specific to teaching in coding, I was hoping to discover insights that were different from in-person classroom learning"
2017,"I have recently completed the training, and am taking it after I left the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,"Naupaka and Christina were fantastic, enthusiastic, and patient. They deftly navigated the online format and clearly imparted the philosophy, pedagogy, and tips on being successful software carpentry instructors. I think that the second day had a bit more lecture than hands-on time, but that was reflective of the material rather than the instructors' choices. ",Most of it,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,More motivated,More motivated,More motivated,No change in motivation,More motivated,More motivated,,Much more motivated,No change in motivation,Maybe,Confidence increased greatly,Maybe,Confidence increased a bit,No,Confidence increased greatly,Maybe,Confidence increased a bit,Maybe,Confidence increased a bit,"Yes, I understand",,Other (please specify),Research Scientist,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,"Planetary sciences (geology, climatology, oceanography, etc.)",,,,,Yes,White,,Male,9,"The breakout sessions and hands-on practice were the most useful part of the session, particularly after being set-up by the lecture and discussion.",Some guidance about the proper procedure for what happens if someone violates the code of conduct at a wrokshop
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,The instructors demonstrated their commitment to having us improve our abilities.,Most of it,Little or no knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,More motivated,More motivated,No change in motivation,Much more motivated,Much more motivated,Much more motivated,More motivated,Much more motivated,More motivated,Maybe,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased greatly,"Yes, I understand",,Commercial software developer,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,White,,Male,10,Commitment to helping us improve.  I have seen many people just jump in and start teaching without any thought as to how it should be done.,"1. Improve the use of Zoom software for managing remote meetings. (it was pretty good, could be smoother.)  2. An annotated bibliography of the books mentioned during the course would be helfpul. (list of 10 or so books, and one sentence on why each one is important.)"
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,I felt both trainer modeled empathetic and strong teaching,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,More motivated,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,More motivated,More motivated,No change in motivation,Maybe,Confidence increased slightly,Yes,No change in confidence,Yes,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,"Yes, I understand",,Librarian/archivist,,,,,,,,,,Library and information science,,,,,,,,,Yes,Multiple ethnicity / Other (please specify),White / Asian,Female,10,"The instructors modeled good instruction design and the software (zoom, google document) supported the class very well","Another round of practice coding, probably at the reduction of the history of SC"
2017,"I have recently completed the training, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,About half of it,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,More motivated,More motivated,More motivated,More motivated,Much more motivated,More motivated,Much more motivated,More motivated,More motivated,Yes,Confidence increased slightly,No,Confidence increased a bit,Maybe,Confidence increased a bit,No,Confidence increased a bit,Maybe,Confidence increased a bit,"Yes, I understand",,Support staff (including technical support),,,,,,High performance computing,,,,,,,Physics,,,,,Computer science,Yes,White,,Male,10,Really glad I could participate.,
2017,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,Often,All of the time,"One of the instructors was less able to spot and handle the online questions as they came, sometimes moving on when there were still questions. But to be fair, the Zoom system is still new, and it will take time getting used to.",Most of it,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,More motivated,No change in motivation,No change in motivation,More motivated,More motivated,No change in motivation,,Much more motivated,More motivated,Maybe,Confidence increased greatly,No,N/A - Not covered at workshop,Maybe,Confidence increased a bit,No,Confidence increased greatly,Yes,Confidence increased greatly,Could use some more details,,Faculty,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,Hispanic or Latino(a),,Male,10,"The overall atmosphere and the ""no-nonsense"" pedagogy theory  and practices covered, which are simple yet powerful in significantly improving teaching ability.","I would appreciate more concrete examples of the check-out process after the training.     Also, if more instructor training will be held purely online, it might be good to disambiguate some of the questions in this survey:    1) Am I taking the survey during or after the training event? Well, I did the survey immediately after leaving the online system at the end of the training. Is that considered during or after? Depending on what this question is supposed to assess, different interpretations of the question might bias the results.    2) Was the workshop done in US territory? The instructors were based in the US, but the training included people on at least 5 different countries. I answered yes thinking of the instructos, but other people might think differently."
2017,"I have recently completed the training, and am taking it after I left the event",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Great job!,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,No change in motivation,Much more motivated,More motivated,Maybe,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased a bit,Maybe,Confidence increased greatly,Maybe,Confidence increased a bit,Could use some more details,,Commercial software developer,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,White,,Male,8,,
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,"They modeled the content in the training very well, including how to deal with errors/challenges that might arise in live coding as they were learning zoom.  They were very enthusiastic and clear in general.  ",Some of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,More motivated,No change in motivation,More motivated,No change in motivation,More motivated,Slightly less motivated,No change in motivation,More motivated,More motivated,Maybe,Confidence increased greatly,Yes,No change in confidence,Maybe,Confidence increased a bit,No,Confidence increased greatly,Yes,No change in confidence,"Yes, I understand",,Post-doctoral researcher,,,,,,,,,,,Mathematics/statistics,,,,Psychology,,,machine learning,Yes,Multiple ethnicity / Other (please specify),Black & White,Female,10,"This was surprisingly engaging given that it was online.  The balance of activity, espeically on day 1 was really good.  Through workshops in graduate school (in center run by Susan Ambrose) I was familiar with some of the content, but because of the activities, this was still an informative and good learning experience for me; it didn't feel redundant even with topics I wasn't new to.  ","High level overview/ map/ index type content. Not so much in how it's discussed, but maybe a concept map of the instructor training contents and/or the carpentries organization itself so when links are provided or resources referenced we can build a better mental model and better retain the information about the carpentries as an organization would be helpful. "
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Some of it,Little or no knowledge of topic,Some knowledge of topic,,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,No change in motivation,No change in motivation,More motivated,No change in motivation,Much more motivated,More motivated,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased greatly,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased slightly,No,Confidence increased slightly,"Yes, I understand",,Post-doctoral researcher,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,White,,Male,9,,
2017,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,More motivated,More motivated,No change in motivation,More motivated,Much more motivated,No change in motivation,More motivated,No change in motivation,Much more motivated,Yes,Confidence increased a bit,No,Confidence increased slightly,No,Confidence increased greatly,Yes,Confidence increased slightly,Yes,Confidence increased a bit,"Yes, I understand",,Post-doctoral researcher,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,No,,,,10,Learning about teaching and how to teach better,"Need more training and exercises on live coding! Potentially scatter live coding across two days or do a ""before""/ ""after"" exercise to see if the training helps us become better at live coding as an instructor."
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,Yes,No change in confidence,Yes,Confidence increased slightly,Maybe,Confidence increased slightly,Yes,Confidence increased slightly,Yes,No change in confidence,"Yes, I understand",,Graduate Student,,,,,,,,,,,,,,,,,,Remote Sensing/GIS,Yes,White,,Male,10,Zoom's breakout sessions were great and helped personalize the workshop. I think it's essential for remote workshops of this size.,"More hand son the second day, more practice live coding, more explanation of how to update lessons and make a pull request (not necessary but would be helpful)"
2017,"I have just completed the training, and am taking it at the event",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,N/A - Not covered at this workshop,Knowledge increased slightly,More motivated,Much more motivated,No change in motivation,Much more motivated,More motivated,Much more motivated,More motivated,No change in motivation,No change in motivation,No,Confidence increased a bit,No,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased slightly,No,Confidence increased greatly,"Yes, I understand",,Graduate Student,,,"Civil, mechanical, chemical, or nuclear engineering",,,,,,,,,,,,,,,,Yes,Asian,,Female,9,,
2017,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,No.,About half of it,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Much more motivated,More motivated,More motivated,No change in motivation,More motivated,Much more motivated,More motivated,Much more motivated,More motivated,Yes,Confidence increased greatly,Maybe,Confidence increased a bit,Maybe,Confidence increased slightly,No,Confidence increased a bit,Maybe,Confidence increased greatly,"Yes, I understand",,Graduate Student,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,Prefer not to say,,Other,10,,
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,They were both great!!! Having a local and an online person worked just fine :),About half of it,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased slightly,Maybe,Confidence increased a bit,Yes,No change in confidence,Could use some more details,,Post-doctoral researcher,,,,,,,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,Hispanic or Latino(a),,Female,10,"A lot of useful information, can't wait to apply it!",I really liked it! I hope there is a way to contact people after this
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,was a pleasure to work with you both! I look forward to seeing you again in the future.,About half of it,Little or no knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,Knowledge increased a great deal,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,Knowledge increased a great deal,More motivated,No change in motivation,More motivated,More motivated,Much more motivated,Much more motivated,No change in motivation,More motivated,More motivated,Maybe,Confidence increased a bit,No,Confidence increased greatly,Yes,Confidence increased a bit,Yes,Confidence increased a bit,Maybe,Confidence increased greatly,"Yes, I understand",,Post-doctoral researcher,,,,,,,,,"Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,White,,Female,9,"very welcoming environment-- usually I have a lot of anxiety about meeting new people, but interacting over etherpad lowered this a lot for me","I will have to think about this. basically I think everything went very smoothly. I think that for a totally new instructor, this was not enough teaching practice. for me it was ok."
2017,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,,Most of it,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,N/A - Not covered at this workshop,Much more motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,Much more motivated,No change in motivation,Yes,Confidence increased a bit,Maybe,Confidence increased greatly,No,Confidence increased slightly,Maybe,Confidence increased greatly,Maybe,Confidence increased a bit,Could use some more details,,Commercial software developer,,,,,,,,,,,,Medicine and/or Pharmacy,,,,,,,Yes,White,,Male,10,Good hands on to lecture ratio,Collection of all materials into a single point to reference
